Name,Naics Code Description,NAICS Code,Address,City,County,State,Zip Code,"Excess Food Estimate, Low (tons per year)","Excess Food Estimate, High (tons per year)",UniqueID,Longitude,Latitude,AvgExcessFoodWaste
Cuisine Couture Inc.,Full-Service Restaurants,722511,3 Leland Rd,Natick,Middlesex,MA,1760,2.5572195,15.264,RFS152937,-71.336974430696,42.305435256439,8.91060975
"Cuisine De Asia, Inc.",Full-Service Restaurants,722511,240 Commercial St,Boston,Suffolk,MA,2109,15.9473985,20.352,RFS132273,-71.05145070551,42.363587368736,18.14969925
"Cuisine En Locale, Inc.",Caterers,722320,156 Highland Ave Ste 1,Somerville,Middlesex,MA,2143,1.6235175,1.6235175,RFS5457,-71.103717386214,42.388450228063,1.6235175
Cuisine From Afghanistan,Full-Service Restaurants,722511,129 Brighton Ave,Allston,Suffolk,MA,2134,2.716527,15.264,RFS62862,-71.131162686113,42.352992972771,8.9902635
Culinary Adventures With Kathy LLC,Caterers,722320,7 Marie Cir,Holbrook,Norfolk,MA,2343,1.4971935,1.4971935,RFS20366,-71.010130990878,42.148843191961,1.4971935
"Culinary Cruisers, LLC",Full-Service Restaurants,722511,73 Avon St,Somerville,Middlesex,MA,2143,11.276265,16.96,RFS250465,-71.103411216323,42.386193307762,14.1181325
Culinary Inspiration,Caterers,722320,94 Winsor Ave,Watertown,Middlesex,MA,2472,2.1865965,11.872,RFS23548,-71.163336522875,42.37403128687,7.02929825
"Cultivar Hospitality, LLC",Full-Service Restaurants,722511,21 Kaileys Way,Groton,Middlesex,MA,1450,2.183676,11.872,RFS116420,-71.540399398279,42.621570455133,7.027838
Cup of Bay Z Inc,Limited-Service Restaurants,722513,3175 Cranberry Hwy,East Wareham,Plymouth,MA,2538,2.3440395,13.5,RFS371333,-70.631622933245,41.751393288699,7.92201975
Cup Two The Restaurant,Full-Service Restaurants,722511,369 Main St,Agawam,Hampden,MA,1001,4.613598,4.613598,RFS177017,-72.615100894824,42.080945264014,4.613598
Cuppers Cafe,Full-Service Restaurants,722511,159 Marble St,Somerset,Bristol,MA,2726,8.100345,15.264,RFS86145,-71.137728746826,41.756530693611,11.6821725
Cups and Cones,Limited-Service Restaurants,722513,527 Main St,Winchester,Middlesex,MA,1890,74.25,74.25,RFS405373,-71.136411732027,42.452052891579,74.25
"Cups and Cones, Inc.",Limited-Service Restaurants,722513,14 Carriage Ln,Reading,Middlesex,MA,1867,7.8933855,10.5,RFS313263,-71.093881820337,42.546023182314,9.19669275
Curbed Coffee LLC,Limited-Service Restaurants,722513,1200 Adams St APT 204,Dorchester,Suffolk,MA,2124,9.976,12,RFS301877,-71.067936490917,42.27216316049,10.988
Curley JM,Full-Service Restaurants,722511,21 Temple Pl,Boston,Suffolk,MA,2111,25.250049,32.224,RFS116546,-71.062538474507,42.355436188966,28.7370245
Currier House Dining Hall,Full-Service Restaurants,722511,64 Linnaean St,Cambridge,Middlesex,MA,2138,11.276265,16.96,RFS236219,-71.125190119179,42.382673769422,14.1181325
Curry and Cabbage LLC,Full-Service Restaurants,722511,12 Starbird Ave,Roslindale,Suffolk,MA,2131,2.4030765,11.872,RFS53731,-71.114099796349,42.285230188771,7.13753825
Curry House,Full-Service Restaurants,722511,1335 Beacon St,Brookline,Norfolk,MA,2446,6.9,8.48,RFS67790,-71.121758928042,42.341791559131,7.69
"Curry Thai, Inc.",Full-Service Restaurants,722511,569 Cambridge St,Cambridge,Middlesex,MA,2141,4.219776,4.219776,RFS222926,-71.085772582113,42.371830147976,4.219776
CUSTARDBELLY STUDIOS,Limited-Service Restaurants,722513,40 Cummings Rd,Brighton,Suffolk,MA,2135,0.96525,4.5,RFS385462,-71.144798395022,42.340715953793,2.732625
Custom Cuisine Solutions,Caterers,722320,817 Circuit St,Hanover,Plymouth,MA,2339,7.980753,13.568,RFS22105,-70.881440108289,42.116835315805,10.7743765
Cutlets LLC,Caterers,722320,14 North St,Medfield,Norfolk,MA,2052,1.4395095,11.872,RFS4283,-71.306049059061,42.187028727516,6.65575475
"Cuz, LLC",Full-Service Restaurants,722511,25 Mill Rd,North Andover,Essex,MA,1845,0.933504,0.933504,RFS136339,-71.104139778326,42.659144661964,0.933504
Cuzzos Bbq and Catering LLC,Caterers,722320,187 N Pearl St,Brockton,Plymouth,MA,2301,2.691282,15.264,RFS7101,-71.065174874683,42.095762593313,8.977641
Cyber Cafe of New Bedford Corp.,Full-Service Restaurants,722511,127 Summer St,New Bedford,Bristol,MA,2740,4.5001935,8.48,RFS61699,-70.932538242225,41.639649429762,6.49009675
Cyds Creative Kitchen,Full-Service Restaurants,722511,2331 Acushnet Ave,New Bedford,Bristol,MA,2745,1.1360745,1.1360745,RFS129911,-70.923811427946,41.685726236676,1.1360745
D & G Delicatessen Inc,Limited-Service Restaurants,722513,301 Nahatan St,Norwood,Norfolk,MA,2062,10.1486385,10.1486385,RFS366961,-71.203242867796,42.197417627381,10.1486385
D & G Jamaican Cuisine LLC,Full-Service Restaurants,722511,5 Preston St,Springfield,Hampden,MA,1109,2.08527,5.088,RFS207782,-72.535487359476,42.125369939531,3.586635
D & J Restaurant LLC,Full-Service Restaurants,722511,293 Jefferson Ave,Salem,Essex,MA,1970,10.725495,16.96,RFS151470,-70.900255344695,42.503402844177,13.8427475
"D & J Restaurant, Inc.",Full-Service Restaurants,722511,663 Washington St,Norwood,Norfolk,MA,2062,1.4395095,1.4395095,RFS239702,-71.201386130556,42.193336925003,1.4395095
D Agostinos Co,Limited-Service Restaurants,722513,28 Church St Ste 16,Winchester,Middlesex,MA,1890,15.786771,21,RFS361729,-71.13922557477,42.451197848395,18.3933855
D and C Catering LLC,Caterers,722320,25 Baniulis Rd,Billerica,Middlesex,MA,1821,1.4395095,11.872,RFS10196,-71.295054991782,42.567656193568,6.65575475
D and D Pizza Subscom Powered By Dabareracom,Limited-Service Restaurants,722513,135 Mount Auburn St,Watertown,Middlesex,MA,2472,12.4038915,16.5,RFS311439,-71.17868682904,42.367961096038,14.45194575
D and G Brothers LLC,Full-Service Restaurants,722511,14 Westland Ave Ste A,Boston,Suffolk,MA,2115,10.6315935,13.568,RFS72030,-71.086407570506,42.343308644882,12.09979675
D and L Enterprises Corp,Limited-Service Restaurants,722513,250 Highland Ave,Needham Heights,Norfolk,MA,2494,5.185422,9,RFS355052,-71.221085980842,42.304118500472,7.092711
D and M Old Fashioned Pizza Inc,Limited-Service Restaurants,722513,290 County St,Attleboro,Bristol,MA,2703,3.0123555,13.5,RFS363896,-71.30045608474,41.933609178558,8.25617775
D Angelo Grilled Sandwiches,Limited-Service Restaurants,722513,10 Plymouth Ave,Fall River,Bristol,MA,2721,1.0190565,3,RFS284780,-71.146472441035,41.6984242011,2.00952825
D Angelos 8403,Limited-Service Restaurants,722513,995 Broadway,Raynham,Bristol,MA,2767,14.4006225,24,RFS448144,-71.070040564965,41.954899284708,19.20031125
D B & A Pizza Corp,Limited-Service Restaurants,722513,5 Mayflower Rd,Mashpee,Barnstable,MA,2649,9.976,13.128126,RFS400296,-70.457480231306,41.660454287247,11.552063
D Eddy Restaurant,Full-Service Restaurants,722511,156 Bunker Hill St,Charlestown,Suffolk,MA,2129,18.605301,23.744,RFS84851,-71.060745764711,42.378273191496,21.1746505
D Moy Corporation,Full-Service Restaurants,722511,2060 Centre St,West Roxbury,Suffolk,MA,2132,6.644748,6.644748,RFS114706,-71.158551092745,42.279819771915,6.644748
D N D Lobster Inc,Full-Service Restaurants,722511,84 Front St,New Bedford,Bristol,MA,2740,4.14,5.088,RFS265752,-70.921841215668,41.635555772298,4.614
D P Dough,Full-Service Restaurants,722511,59 Central St,Mansfield,Bristol,MA,2048,0.674982,0.674982,RFS225878,-71.224308201789,42.025753079036,0.674982
D&D Diner Inc,Full-Service Restaurants,722511,10 Oak St Ste 2,Taunton,Bristol,MA,2780,1.4395095,11.872,RFS27492,-71.102327298995,41.901401050071,6.65575475
D&H Variety Inc,Mobile Food Services,722330,1210 Social St,Blackstone,Worcester,MA,1504,11.223,24.4802415,RFS24334,-71.498724651049,42.017460980219,17.85162075
"D. E. Foods, Inc.",Limited-Service Restaurants,722513,218 Broad St,Bridgewater,Plymouth,MA,2324,37.41,45,RFS345487,-70.972709274783,41.996850891528,41.205
"D. E. Foods, Inc.",Limited-Service Restaurants,722513,282 Washington St,Hudson,Middlesex,MA,1749,42.398,51,RFS362606,-71.562615551948,42.37342285979,46.699
"D. E. Foods, Inc.",Limited-Service Restaurants,722513,465 Washington St,Dorchester,Suffolk,MA,2124,18.705,22.5,RFS396558,-71.072164022228,42.295313617941,20.6025
D2 Restaurants LLC,Full-Service Restaurants,722511,1306 Beacon St,Brookline,Norfolk,MA,2446,3.9621615,39.008,RFS64876,-71.120754830701,42.342470927722,21.48508075
D20 Coffee Roasters and Brewers Limited Partnership,Limited-Service Restaurants,722513,692 Chandler St,Tewksbury,Middlesex,MA,1876,1.4395095,10.5,RFS422935,-71.23469469972,42.597860438002,5.96975475
D2j Restaurant Group LLC,Full-Service Restaurants,722511,1248 Cambridge St,Cambridge,Middlesex,MA,2139,3.658743,3.658743,RFS59891,-71.098324841697,42.373356949636,3.658743
Da Coopa Inc,Limited-Service Restaurants,722513,474 Saratoga St,Boston,Suffolk,MA,2128,9.976,12,RFS397532,-71.027291430271,42.380013178966,10.988
Da Vinci Bistro LLC,Full-Service Restaurants,722511,490 Concord Rd,Sudbury,Middlesex,MA,1776,14.6591445,22.048,RFS206029,-71.404488029107,42.39252761242,18.35357225
Dabomb Foods LLC,Full-Service Restaurants,722511,35 Elm St,Revere,Suffolk,MA,2151,1.641618,10.176,RFS172123,-71.006751987172,42.407015825919,5.908809
Daddys Best Pizza,Limited-Service Restaurants,722513,1290 Main St,Leominster,Worcester,MA,1453,13.3894695,21,RFS307696,-71.747770863883,42.565747421908,17.19473475
Daedalus,Full-Service Restaurants,722511,45 Mount Auburn St,Cambridge,Middlesex,MA,2138,14.6591445,22.048,RFS198563,-71.116137380734,42.371158607165,18.35357225
Dag Concessions Inc,Limited-Service Restaurants,722513,21 Daniels Rd,Framingham,Middlesex,MA,1701,18.042024,24,RFS342168,-71.420880747325,42.340495248713,21.021012
Dagwoods Delicatessen,Limited-Service Restaurants,722513,105 Beach St,Boston,Suffolk,MA,2111,2.1341595,13.5,RFS290570,-71.058106852267,42.350767476019,7.81707975
Daikanyama Corporation,Full-Service Restaurants,722511,43 Waltham St,Lexington,Middlesex,MA,2421,6.7169355,6.7169355,RFS193974,-71.227860282722,42.446671674748,6.7169355
Daikanyama Cuisine LLC,Full-Service Restaurants,722511,225 Boylston St,Chestnut Hill,Middlesex,MA,2467,3.7022865,16.96,RFS125842,-71.177270922602,42.319883883944,10.33114325
"Daily Harvest Cafe, Inc.",Full-Service Restaurants,722511,103 High St,Danvers,Essex,MA,1923,8.8660935,8.8660935,RFS34135,-70.930851608839,42.559328405768,8.8660935
Daily Operation,Full-Service Restaurants,722511,42 Cottage St,Easthampton,Hampshire,MA,1027,1.4395095,11.872,RFS191205,-72.667256797582,42.264909492342,6.65575475
Dairy Queen,Limited-Service Restaurants,722513,1535 Memorial Dr,Chicopee,Hampden,MA,1020,2.852091,6,RFS320717,-72.572931368922,42.199372050165,4.4260455
Dairy Queen,Limited-Service Restaurants,722513,328 W Boylston St,West Boylston,Worcester,MA,1583,5.545881,5.545881,RFS373794,-71.788297204162,42.341220142288,5.545881
Dairy Queen,Limited-Service Restaurants,722513,465 Curran Hwy,North Adams,Berkshire,MA,1247,1.4395095,10.5,RFS396535,-73.110547117172,42.687714702852,5.96975475
Dairy Queen Grill & Chill,Limited-Service Restaurants,722513,721 Grafton St,Worcester,Worcester,MA,1604,1.453155,9,RFS426687,-71.76874099279,42.250676542298,5.2265775
Dakzen,Full-Service Restaurants,722511,195 Elm St,Somerville,Middlesex,MA,2144,1.4395095,11.872,RFS106839,-71.120614666464,42.393501923827,6.65575475
Damelios Inc,Limited-Service Restaurants,722513,306 Revere St,Revere,Suffolk,MA,2151,3.323199,13.5,RFS368494,-70.998973414998,42.418513798248,8.4115995
Damiano,Full-Service Restaurants,722511,307 Hanover St,Boston,Suffolk,MA,2113,3.733818,18.656,RFS157590,-71.054122454403,42.364036340039,11.194909
Damn Yankees Bbq,Full-Service Restaurants,722511,20 Elm St,South Deerfield,Franklin,MA,1373,1.4395095,11.872,RFS109064,-72.611596561328,42.477579211023,6.65575475
Damon Vrettos,Full-Service Restaurants,722511,133 Lexington St,Waltham,Middlesex,MA,2452,10.1486385,15.264,RFS67257,-71.236223743605,42.380961694085,12.70631925
Dangelo Grilled Sandwiches,Limited-Service Restaurants,722513,10 Park Plz,Boston,Suffolk,MA,2116,1.057254,1.057254,RFS284771,-71.068371010588,42.351633633151,1.057254
Dangelo Grilled Sandwiches,Limited-Service Restaurants,722513,1000 Kings Hwy,New Bedford,Bristol,MA,2745,2.15424,9,RFS285628,-70.943738719296,41.676171161619,5.57712
Dangelo Grilled Sandwiches,Limited-Service Restaurants,722513,1040 N Main St,Fall River,Bristol,MA,2720,2.78091,12,RFS290126,-71.151515262552,41.715417780013,7.390455
Dangelo Grilled Sandwiches,Limited-Service Restaurants,722513,485 Route 134,South Dennis,Barnstable,MA,2660,1.126158,3,RFS398793,-70.153113342176,41.693465453932,2.063079
Dangelo Grilled Sandwiches,Limited-Service Restaurants,722513,59 Middlesex Tpke,Burlington,Middlesex,MA,1803,1.032735,3,RFS411836,-71.210474260152,42.470816241389,2.0163675
Dangelo Grilled Sandwiches,Limited-Service Restaurants,722513,665 Cochituate Rd,Framingham,Middlesex,MA,1701,16.9143975,22.5,RFS420884,-71.383849061671,42.308410266674,19.70719875
Dangelo Grilled Sandwiches,Limited-Service Restaurants,722513,700 Atlantic Ave,Boston,Suffolk,MA,2111,11.276265,15,RFS423700,-71.05535953407,42.352545688264,13.1381325
Dangelo Grilled Sandwiches,Limited-Service Restaurants,722513,73 Highland Ave,Needham,Norfolk,MA,2494,1.107711,1.107711,RFS427427,-71.217990891149,42.305684746103,1.107711
Dangelo Grilled Sandwiches,Limited-Service Restaurants,722513,739 Belmont St,Brockton,Plymouth,MA,2301,2.2941435,10.5,RFS428251,-71.04824633901,42.069056894665,6.39707175
D'Angelo Grilled Sandwiches,Limited-Service Restaurants,722513,138 S Main St,Milford,Worcester,MA,1757,6.6005775,18.656,RFS312657,-71.517973488075,42.127477594127,12.62828875
D'Angelo Grilled Sandwiches,Limited-Service Restaurants,722513,144 Market St,Rockland,Plymouth,MA,2370,2.4736965,12,RFS316061,-70.914875067562,42.122308031554,7.23684825
D'Angelo Grilled Sandwiches,Limited-Service Restaurants,722513,2 Old Taunton St,Plainville,Norfolk,MA,2762,1.0282965,1.0282965,RFS337046,-71.312884914323,42.032754765831,1.0282965
D'Angelo Grilled Sandwiches,Limited-Service Restaurants,722513,270 Hancock St,Quincy,Norfolk,MA,2171,1.8030705,10.5,RFS359737,-71.02996895565,42.277376652141,6.15153525
D'Angelo Grilled Sandwiches,Limited-Service Restaurants,722513,301 Mishawum Rd,Woburn,Middlesex,MA,1801,19.169667,25.5,RFS366923,-71.133384993414,42.503609391614,22.3348335
D'Angelo Grilled Sandwiches,Limited-Service Restaurants,722513,43 Drum Hill Rd,Chelmsford,Middlesex,MA,1824,3.230502,18,RFS391670,-71.361709913391,42.625004885682,10.615251
D'Angelo Grilled Sandwiches,Limited-Service Restaurants,722513,516 John Fitch Hwy,Fitchburg,Worcester,MA,1420,0.614988,0.614988,RFS403831,-71.775652190948,42.583812110973,0.614988
D'Angelo Grilled Sandwiches,Limited-Service Restaurants,722513,546 Dartmouth St,Dartmouth,Bristol,MA,2748,2.054382,10.5,RFS407620,-70.937916737686,41.613955550819,6.277191
D'Angelo Grilled Sandwiches,Limited-Service Restaurants,722513,600 Page St,Avon,Norfolk,MA,2322,11.363418,16.5,RFS413258,-71.062672464496,42.142358588653,13.931709
D'Angelo Grilled Sandwiches,Limited-Service Restaurants,722513,68 Mohawk Trl,Greenfield,Franklin,MA,1301,1.1347545,1.1347545,RFS421923,-72.614047089957,42.584919525146,1.1347545
D'Angelo Sandwich Shops,Limited-Service Restaurants,722513,269 Western Ave,Boston,Suffolk,MA,2134,1.456587,3,RFS359512,-71.133505341202,42.363453624061,2.2282935
Dangelos,Limited-Service Restaurants,722513,207 Mechanic St,Bellingham,Norfolk,MA,2019,2.790018,2.790018,RFS341304,-71.458821552476,42.082290174398,2.790018
Dangelos Grilled Sandwiches,Limited-Service Restaurants,722513,75 3rd Ave,Waltham,Middlesex,MA,2451,2.302344,12,RFS429115,-71.259848356312,42.39618584815,7.151172
D'Angelo's Sandwich Shop,Limited-Service Restaurants,722513,101 Highland St,Worcester,Worcester,MA,1609,3.339996,24,RFS286909,-71.806385041642,42.271053408503,13.669998
Daniel Devine,Limited-Service Restaurants,722513,353 Main St,Greenfield,Franklin,MA,1301,2.0135115,11.872,RFS378661,-72.600047172044,42.587754247363,6.94275575
Daniellas Cafe and Market,Full-Service Restaurants,722511,78 Holten St,Danvers,Essex,MA,1923,15.015693,23.744,RFS256651,-70.947594349134,42.560934261121,19.3798465
Daniellas Pizzaria & More,Limited-Service Restaurants,722513,275 Asbury St,South Hamilton,Essex,MA,1982,1.4395095,10.5,RFS361005,-70.880762053116,42.622007364018,5.96975475
"Daniels Goggin, Inc.",Limited-Service Restaurants,722513,163 Union St,New Bedford,Bristol,MA,2740,19.8673695,52.5,RFS324602,-70.925454239416,41.634326242711,36.18368475
Danny Kays Culinary Prod Inc,Caterers,722320,4631 Falmouth Rd,Cotuit,Barnstable,MA,2635,15.18,18.656,RFS16310,-70.447118987064,41.638848223244,16.918
"Danny's Restaurant, Inc.",Full-Service Restaurants,722511,1033 Massachusetts Ave,Roxbury,Suffolk,MA,2118,3.0328815,13.568,RFS34793,-71.067443506517,42.327292341102,8.30044075
Dante Pizzeria,Limited-Service Restaurants,722513,415 Harvard St,Brookline,Norfolk,MA,2446,17.561643,25.5,RFS389307,-71.126962306012,42.345362961805,21.5308215
Danvers Tacos Inc,Full-Service Restaurants,722511,29 Andover St,Danvers,Essex,MA,1923,1.4395095,10.5,RFS150013,-70.957722085365,42.55159430227,5.96975475
Darbar,Full-Service Restaurants,722511,130 North Beacon St,Brighton,Suffolk,MA,2135,2.2024365,2.2024365,RFS63886,-71.144809269521,42.354998212789,2.2024365
Darios Diner,Full-Service Restaurants,722511,187 River St,Fitchburg,Worcester,MA,1420,3.251226,3.251226,RFS102711,-71.814945512909,42.585072757471,3.251226
"Dario's Diner, Inc.",Full-Service Restaurants,722511,52 Brook Ln,Gardner,Worcester,MA,1440,11.4766905,18.656,RFS214049,-71.959536699273,42.578164305158,15.06634525
Darrna,Full-Service Restaurants,722511,12 Pleasant St,Malden,Middlesex,MA,2148,11.276265,16.96,RFS53681,-71.06763883415,42.426379630879,14.1181325
"Darul Kabab Inc.,",Full-Service Restaurants,722511,4 Shea Cir,Burlington,Middlesex,MA,1803,7.8933855,11.872,RFS183926,-71.219689155391,42.500592415433,9.88269275
Daryl's Catering Company LLC,Caterers,722320,122 Radcliffe St,Dorchester,Suffolk,MA,2121,1.4395095,11.872,RFS2862,-71.078039688908,42.298291574222,6.65575475
Dash Cafe,Full-Service Restaurants,722511,5 Henshaw St,Brighton,Suffolk,MA,2135,13.289496,13.289496,RFS207668,-71.149766387068,42.349422288116,13.289496
Dates and Olives,Full-Service Restaurants,722511,28 Main St,Natick,Middlesex,MA,1760,10.8092655,15.264,RFS147004,-71.34742505623,42.284746659512,13.03663275
Dave and Jerrys World Famous Inc,Full-Service Restaurants,722511,26 Claudette Cir,Framingham,Middlesex,MA,1701,1.729794,10.176,RFS140359,-71.442807808211,42.325411689303,5.952897
Dave Davespizza,Limited-Service Restaurants,722513,873 Globe St,Fall River,Bristol,MA,2724,6.300261,10.5,RFS439647,-71.166101443214,41.685143545518,8.4001305
Daves Cape Cod Smokehouse LLC,Full-Service Restaurants,722511,26 Grist Mill Rd,East Harwich,Barnstable,MA,2645,1.0369425,3.392,RFS140414,-70.007860927601,41.728128499901,2.21447125
"Dave's Diner, Inc.",Full-Service Restaurants,722511,390 W Grove St,Middleboro,Plymouth,MA,2346,9.6529455,15.264,RFS181699,-70.946193106432,41.89542705549,12.45847275
David Levasseur,Full-Service Restaurants,722511,145 Dutton St,Lowell,Middlesex,MA,1852,6.8228325,6.8228325,RFS76759,-71.313136783801,42.645536289312,6.8228325
David Rombila,Full-Service Restaurants,722511,1 1st Ave,Needham Heights,Norfolk,MA,2494,1.38,1.696,RFS26199,-71.221704120476,42.303865257376,1.538
David Simmons,Full-Service Restaurants,722511,3 Holly Gate Cir,Middleton,Essex,MA,1949,1.4395095,11.872,RFS152911,-71.009033451848,42.580453436156,6.65575475
David Yee,Limited-Service Restaurants,722513,1513 Rochester Ave,Boston,Suffolk,MA,2124,10.6136085,63,RFS319660,-71.060677121556,42.298809958383,36.80680425
Davids Tea,Full-Service Restaurants,722511,35 JFK St,Cambridge,Middlesex,MA,2138,1.453155,10.176,RFS172156,-71.120107115702,42.372739678157,5.8145775
Davis Tsurmen,Full-Service Restaurants,722511,420 Highland Ave,Somerville,Middlesex,MA,2144,1.4395095,11.872,RFS191400,-71.120927860413,42.395826583537,6.65575475
Dawn Gaffney,Limited-Service Restaurants,722513,41 Warwick St,Quincy,Norfolk,MA,2170,1.824768,10.5,RFS388185,-71.017623440352,42.277845134094,6.162384
Day & Night Diner,Full-Service Restaurants,722511,1456 N Main St,Palmer,Hampden,MA,1069,3.226608,13.568,RFS77275,-72.331140512883,42.158248661086,8.397304
Day Good Cafe,Full-Service Restaurants,722511,19 High St,North Andover,Essex,MA,1845,2.277858,6.784,RFS103708,-71.124660337704,42.703434989917,4.530929
Daybreak Family Restaurant,Full-Service Restaurants,722511,337 W Center St,West Bridgewater,Plymouth,MA,2379,19.9518825,33.92,RFS168814,-71.027464730616,42.016522924534,26.93594125
Db Mexican Franchising LLC,Full-Service Restaurants,722511,130 Royall St,Canton,Norfolk,MA,2021,1.8935235,15.264,RFS63904,-71.129397174605,42.208124754019,8.57876175
"Dbjb, LLC",Full-Service Restaurants,722511,28 Bryon Rd APT 1,Chestnut Hill,Middlesex,MA,2467,12.4038915,18.656,RFS146912,-71.166856975274,42.301412380841,15.52994575
Dd Restaurant Enterprises LLC,Full-Service Restaurants,722511,283 Dartmouth St,Boston,Suffolk,MA,2116,1.4395095,11.872,RFS148580,-71.077893848464,42.351346690041,6.65575475
"De Maino's Restaurant, Inc.",Full-Service Restaurants,722511,14 Malden St,Revere,Suffolk,MA,2151,2.1379875,15.264,RFS71879,-71.008674429972,42.416292853695,8.70099375
De Todo Market and Deli,Limited-Service Restaurants,722513,306 Belmont Ave,Springfield,Hampden,MA,1108,8.9233485,16.5,RFS368435,-72.566566122844,42.087693819824,12.71167425
De Todo Un Poco,Full-Service Restaurants,722511,152 Rifle St,Springfield,Hampden,MA,1105,9.815685,18.656,RFS82258,-72.564611340351,42.095885967438,14.2358425
"Deag's Local Diner, LLC",Full-Service Restaurants,722511,1261 Park St,Stoughton,Norfolk,MA,2072,1.4395095,1.4395095,RFS61193,-71.068338940258,42.103634057317,1.4395095
Deaks Corporation,Full-Service Restaurants,722511,36 Bates St,Mendon,Worcester,MA,1756,3.025968,13.568,RFS174727,-71.501811017919,42.09135098957,8.296984
Dean Dairy Inc,Limited-Service Restaurants,722513,163 Pawtucket Blvd,Lowell,Middlesex,MA,1854,8.25,67.5,RFS324592,-71.340516198874,42.643563078108,37.875
Deana Martin,Caterers,722320,50 Terminal St,Charlestown,Suffolk,MA,2129,9.867066,84.8,RFS16939,-71.061488985391,42.381055509486,47.333533
Deas Diner,Full-Service Restaurants,722511,898 Western Ave,Lynn,Essex,MA,1905,2.459358,15.264,RFS271485,-70.97183400065,42.457060830672,8.861679
Debbie Wong 4 Inc,Full-Service Restaurants,722511,54 W Main St,Ware,Hampshire,MA,1082,20.15376,28.832,RFS218078,-72.246023276334,42.260314635809,24.49288
Debbies Cookin N Caterin,Caterers,722320,459 Mountain Rd,Wilbraham,Hampden,MA,1095,5.3540025,10.176,RFS16199,-72.415008191634,42.133203331927,7.76500125
Debbie's Pizza Inc,Limited-Service Restaurants,722513,974 Main St,Worcester,Worcester,MA,1603,1.4395095,10.5,RFS447069,-71.825016096465,42.248793142641,5.96975475
Deborah McDonald,Limited-Service Restaurants,722513,62 Maple St,Ludlow,Hampden,MA,1056,7.1386755,12,RFS416259,-72.482597587847,42.161844982281,9.56933775
Debra Ryan,Limited-Service Restaurants,722513,130 King St,Cohasset,Norfolk,MA,2025,2.7906945,12,RFS308161,-70.825894789916,42.237773954787,7.39534725
Dedham Diner,Full-Service Restaurants,722511,247 Bussey St,Dedham,Norfolk,MA,2026,10.3303695,16.96,RFS135434,-71.154792938508,42.24834153141,13.64518475
Dedham Midway Corp,Full-Service Restaurants,722511,269 Washington St,Dedham,Norfolk,MA,2026,21.45,57.664,RFS143556,-71.170168441276,42.250957244097,39.557
Deep & Gia LLC,Limited-Service Restaurants,722513,176 Main St Ste 16,Southbridge,Worcester,MA,1550,11.4766905,16.5,RFS329454,-72.031062441284,42.073854031433,13.98834525
Def Snacks LLC,Mobile Food Services,722330,34 Grafton St,Arlington,Middlesex,MA,2474,12.47,29.2218795,RFS25253,-71.142763671255,42.407971053507,20.84593975
Deja Blu Catering,Caterers,722320,179 W Central St,Natick,Middlesex,MA,1760,1.4395095,11.872,RFS6686,-71.379946958479,42.282568308974,6.65575475
Del Mar,Full-Service Restaurants,722511,907 Main St,Chatham,Barnstable,MA,2633,13.429482,22.048,RFS273620,-69.970032824039,41.686537720345,17.738741
Delectable Dining Group Inc,Full-Service Restaurants,722511,53 Jordan Rd,Brookline,Norfolk,MA,2446,2.7832695,13.568,RFS216231,-71.132384242577,42.343256161155,8.17563475
Deleos Pizza,Limited-Service Restaurants,722513,117 E Main St Ste 2,Merrimac,Essex,MA,1860,2.9986605,13.5,RFS299936,-70.98280842124,42.837552924007,8.24933025
"Deleo's, Inc.",Limited-Service Restaurants,722513,30 Tara Rd,Peabody,Essex,MA,1960,2.494503,2.494503,RFS366008,-70.960111831069,42.510219946512,2.494503
Deli At Rainbow Square,Limited-Service Restaurants,722513,826 Crescent St,Brockton,Plymouth,MA,2302,6.9831465,10.5,RFS436348,-70.985070468478,42.081554290049,8.74157325
Deli House,Limited-Service Restaurants,722513,48 Congress St,Salem,Essex,MA,1970,2.7104055,13.5,RFS398022,-70.889432190614,42.51772258702,8.10520275
Delicato Cafe & Caterers,Limited-Service Restaurants,722513,10 Perkins Rd,Winchester,Middlesex,MA,1890,5.6381325,5.6381325,RFS284776,-71.129336650343,42.441751957609,5.6381325
Delicias De Anita Delicias,Full-Service Restaurants,722511,285 Union St,New Bedford,Bristol,MA,2740,9.000387,16.96,RFS149083,-70.929121315987,41.633954690314,12.9801935
Delicias Dominicanas,Full-Service Restaurants,722511,635 Hyde Park Ave,Roslindale,Suffolk,MA,2131,18.605301,23.744,RFS235668,-71.119273474284,42.278522008288,21.1746505
Delicias Restaurant & Catering Corp.,Caterers,722320,1333 Boston Rd,Springfield,Hampden,MA,1119,1.4395095,11.872,RFS3871,-72.499390458243,42.140663993997,6.65575475
Delicious Bangkok,Full-Service Restaurants,722511,11 Heritage Dr APT 19,Salem,Essex,MA,1970,3.067647,13.568,RFS41677,-70.908026449693,42.513114384627,8.3178235
Delicious Kafe,Full-Service Restaurants,722511,1300 Acushnet Ave,New Bedford,Bristol,MA,2746,9.900429,18.656,RFS64017,-70.927279654528,41.659111285644,14.2782145
Delicious of Nilce Llc.,Full-Service Restaurants,722511,393 Main St,Everett,Middlesex,MA,2149,1.840839,1.840839,RFS182557,-71.063813910978,42.414287213462,1.840839
